x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.559478,0.891897,0.375835,0.817893,0.239724,0.636647,0.195255,0.458744,0.205012,0.315737,0.342093,0.432716,0.331307,0.290599,0.347997,0.437945,0.356163,0.531884,0.470531,0.41712,0.467287,0.292175,0.467884,0.468493,0.46237,0.526442,0.599851,0.425609,0.602493,0.308766,0.589182,0.469332,0.58073,0.523223,0.725579,0.456795,0.727031,0.351224,0.696715,0.459272,0.677993,0.509586,A
0.799306,0.777266,0.890732,0.735067,0.949912,0.655371,0.952573,0.575774,0.934217,0.52122,0.905631,0.590008,0.900792,0.53328,0.900609,0.586296,0.904176,0.634494,0.848916,0.592564,0.853103,0.542316,0.858749,0.611865,0.859575,0.662769,0.794565,0.603466,0.803023,0.557231,0.811897,0.628561,0.813271,0.679923,0.737614,0.620164,0.751884,0.579507,0.763844,0.629555,0.76836,0.670564,A
0.423885,0.734561,0.571523,0.668378,0.685942,0.551926,0.713408,0.41412,0.689254,0.31148,0.60981,0.426239,0.619869,0.326742,0.59944,0.423115,0.589868,0.507495,0.518877,0.423978,0.536476,0.335065,0.526515,0.463734,0.51495,0.556359,0.434552,0.43425,0.451297,0.351948,0.447732,0.483886,0.440387,0.577831,0.344236,0.452314,0.364209,0.376284,0.378098,0.463315,0.384531,0.536447,A
0.518686,0.654727,0.607298,0.589708,0.656651,0.490779,0.666954,0.40012,0.663231,0.328696,0.614156,0.42382,0.613194,0.357219,0.610055,0.40885,0.608777,0.467679,0.549138,0.433832,0.549079,0.36704,0.554831,0.437347,0.559847,0.505134,0.489704,0.451491,0.491546,0.412376,0.500335,0.489789,0.505531,0.552482,0.433029,0.476442,0.441318,0.437592,0.450819,0.485563,0.456669,0.527821,A
0.485791,0.560696,0.631709,0.478268,0.704954,0.373985,0.736345,0.261489,0.726329,0.177706,0.649111,0.313536,0.649138,0.210626,0.632986,0.276466,0.624494,0.345301,0.566437,0.326135,0.567684,0.219018,0.56419,0.308512,0.557701,0.389785,0.489003,0.343347,0.486456,0.258953,0.494353,0.348304,0.496448,0.417895,0.4134,0.353318,0.423742,0.295699,0.428355,0.359706,0.434717,0.412543,A
0.492362,0.632693,0.636759,0.609509,0.759022,0.536823,0.803621,0.417609,0.785835,0.316927,0.713581,0.349852,0.719857,0.338815,0.688218,0.425495,0.662095,0.485504,0.615257,0.316181,0.634139,0.322372,0.615673,0.410785,0.590105,0.470457,0.52316,0.312568,0.542295,0.304536,0.53828,0.384271,0.522127,0.444953,0.43746,0.320228,0.458526,0.299082,0.462973,0.366,0.456345,0.414801,A
0.441529,0.822307,0.573928,0.738676,0.651101,0.567849,0.678743,0.420035,0.688779,0.290932,0.600335,0.432019,0.624969,0.331914,0.61144,0.451336,0.599672,0.560956,0.521587,0.419024,0.551463,0.316222,0.544746,0.471626,0.533759,0.600398,0.441399,0.422058,0.4638,0.331146,0.469688,0.4943,0.467441,0.615066,0.354074,0.43792,0.37903,0.370752,0.393919,0.484979,0.400603,0.578712,A
0.642804,0.81503,0.771183,0.744298,0.846393,0.604794,0.834051,0.479446,0.793099,0.399512,0.767059,0.52843,0.74145,0.434757,0.749634,0.520759,0.76698,0.595623,0.68222,0.54694,0.672097,0.468397,0.700511,0.578578,0.716822,0.656872,0.606194,0.576229,0.596122,0.505869,0.631265,0.615504,0.652481,0.69295,0.529608,0.61247,0.530844,0.555968,0.562279,0.632021,0.584115,0.694583,A
0.511638,0.644455,0.639504,0.569459,0.71876,0.436105,0.746181,0.317461,0.732063,0.22453,0.657445,0.333881,0.678131,0.267418,0.665952,0.372046,0.658611,0.449157,0.570468,0.334914,0.604889,0.30602,0.608699,0.428685,0.604613,0.508969,0.490307,0.348282,0.535849,0.356705,0.539817,0.468556,0.533197,0.535714,0.413805,0.365575,0.46881,0.38549,0.474265,0.462689,0.470956,0.506535,A
0.5955,0.801797,0.70418,0.702418,0.766672,0.558293,0.756175,0.437417,0.708015,0.356502,0.675853,0.479082,0.657907,0.391419,0.673745,0.475311,0.695447,0.550385,0.592249,0.504559,0.58896,0.435577,0.624857,0.54668,0.647582,0.628896,0.516253,0.540136,0.516381,0.479701,0.562023,0.589698,0.589002,0.66911,0.439545,0.585267,0.454311,0.533435,0.497179,0.610477,0.525133,0.671771,A
0.513861,0.643402,0.60333,0.577085,0.653289,0.468559,0.653313,0.373951,0.643695,0.301472,0.596441,0.414156,0.588906,0.338398,0.595975,0.384074,0.607036,0.438526,0.53308,0.426966,0.534329,0.366563,0.546871,0.448108,0.554897,0.513883,0.473867,0.448711,0.478059,0.391979,0.496344,0.475221,0.506654,0.537152,0.412171,0.477674,0.421201,0.432596,0.442108,0.489491,0.45552,0.535458,A
0.588801,0.912144,0.401539,0.849628,0.281117,0.655159,0.248188,0.462652,0.266489,0.311927,0.41507,0.453871,0.387438,0.31921,0.384122,0.497355,0.405103,0.602571,0.563136,0.456522,0.562669,0.30831,0.53732,0.53139,0.551817,0.621302,0.712905,0.479003,0.726767,0.348613,0.681954,0.55304,0.687687,0.642854,0.863298,0.520033,0.890004,0.396287,0.838498,0.530722,0.827444,0.61315,A
0.490106,0.641421,0.558553,0.581583,0.605918,0.484822,0.590389,0.39947,0.557425,0.341916,0.523756,0.417929,0.505859,0.357951,0.524344,0.410908,0.54125,0.461911,0.466547,0.436977,0.454569,0.378769,0.487436,0.447816,0.508216,0.500487,0.416289,0.465803,0.407525,0.408716,0.445559,0.477836,0.4666,0.528771,0.365302,0.503771,0.364378,0.453694,0.399543,0.501809,0.420697,0.542703,A
0.596781,0.684775,0.71803,0.556292,0.776062,0.411469,0.762856,0.28822,0.70553,0.206283,0.655503,0.307357,0.64564,0.216756,0.686354,0.303873,0.711599,0.386462,0.580695,0.340105,0.584879,0.258176,0.643184,0.364624,0.66875,0.452241,0.507722,0.381643,0.523765,0.299026,0.58869,0.404402,0.61472,0.492856,0.429273,0.434241,0.466751,0.366549,0.522522,0.435768,0.546974,0.501957,A
0.30165,0.930617,0.438058,0.905176,0.554191,0.791519,0.592506,0.671212,0.598053,0.571122,0.521198,0.688505,0.528533,0.606488,0.494336,0.700877,0.469416,0.782247,0.43203,0.670973,0.440111,0.621292,0.421289,0.741516,0.403498,0.82503,0.343113,0.6712,0.352264,0.633188,0.344648,0.752803,0.333978,0.834441,0.254248,0.682559,0.270024,0.662086,0.271277,0.746024,0.269233,0.80846,A
0.669218,0.73847,0.768722,0.695942,0.866431,0.603684,0.898642,0.503317,0.87021,0.429044,0.811968,0.500561,0.821144,0.429828,0.801417,0.507062,0.791904,0.571204,0.736152,0.500192,0.749829,0.443544,0.742044,0.541769,0.734373,0.613978,0.668429,0.51387,0.677253,0.458879,0.677201,0.55302,0.673012,0.622801,0.601302,0.533405,0.60935,0.489652,0.615996,0.554737,0.620887,0.607913,A
0.542279,0.620452,0.6277,0.54902,0.674331,0.451553,0.670219,0.356168,0.65281,0.285432,0.61883,0.393346,0.591739,0.326224,0.597649,0.379155,0.612706,0.428256,0.555206,0.411337,0.534792,0.350554,0.555543,0.423229,0.576051,0.476606,0.501714,0.436999,0.484641,0.389415,0.507973,0.461356,0.528101,0.510446,0.451025,0.468249,0.438448,0.428457,0.459193,0.477357,0.478626,0.514539,A
0.429181,0.64079,0.54946,0.583314,0.624344,0.464835,0.620391,0.350675,0.58281,0.277199,0.552242,0.391395,0.524756,0.30158,0.514984,0.376999,0.523124,0.445064,0.468841,0.404611,0.444213,0.325353,0.453622,0.424391,0.467391,0.494232,0.402636,0.429008,0.376692,0.365911,0.391977,0.461401,0.407242,0.523846,0.342785,0.460407,0.325215,0.402296,0.337406,0.468082,0.35227,0.519062,A
0.318635,0.482965,0.440739,0.426843,0.514913,0.322876,0.531901,0.222244,0.523137,0.147693,0.456107,0.25895,0.448654,0.173643,0.448475,0.235481,0.458371,0.297022,0.383029,0.262679,0.380895,0.193021,0.39212,0.280139,0.396184,0.34937,0.314992,0.281639,0.312073,0.219218,0.32508,0.308976,0.33151,0.37472,0.245748,0.310123,0.244833,0.260549,0.263635,0.32452,0.278531,0.376817,A
0.529708,0.61175,0.625938,0.547644,0.681524,0.441825,0.694379,0.347523,0.695095,0.27654,0.647981,0.371125,0.650059,0.287815,0.648314,0.343611,0.648397,0.408403,0.579183,0.380361,0.585987,0.293918,0.5973,0.372404,0.604698,0.443917,0.514025,0.398925,0.524488,0.34269,0.539276,0.431289,0.544759,0.497367,0.450001,0.426583,0.471044,0.383137,0.48515,0.445745,0.490477,0.495878,A
0.478126,0.633196,0.616144,0.5684,0.704921,0.441006,0.734303,0.312595,0.720968,0.22053,0.641474,0.345402,0.643724,0.253534,0.626328,0.335776,0.610111,0.411961,0.55516,0.353812,0.556227,0.284051,0.551511,0.392826,0.541989,0.475498,0.478836,0.372759,0.477402,0.32348,0.480498,0.425411,0.477275,0.497542,0.401718,0.392571,0.41151,0.353817,0.415108,0.426131,0.418611,0.482325,A
0.48534,0.510118,0.566291,0.490698,0.636287,0.441596,0.654192,0.376623,0.650359,0.322654,0.599504,0.361424,0.607373,0.311696,0.595125,0.353602,0.582439,0.403155,0.545962,0.35031,0.553221,0.308473,0.541332,0.36448,0.530793,0.416407,0.495305,0.348143,0.498945,0.309668,0.492538,0.365286,0.486783,0.413611,0.442597,0.352085,0.449329,0.314399,0.449208,0.356855,0.449192,0.394833,A
0.526407,0.624272,0.618686,0.563438,0.678703,0.456848,0.693093,0.363458,0.695683,0.291277,0.645802,0.382848,0.653123,0.297508,0.653579,0.348928,0.657112,0.410496,0.579183,0.390578,0.591789,0.300945,0.602865,0.374974,0.611944,0.442137,0.514641,0.40811,0.53098,0.348611,0.544079,0.436897,0.549205,0.501369,0.450985,0.435228,0.473985,0.397114,0.486323,0.461554,0.490805,0.51059,A
0.570891,0.502822,0.65664,0.448142,0.706098,0.346971,0.715247,0.259419,0.71629,0.191215,0.66349,0.285228,0.653864,0.221981,0.647028,0.272219,0.647846,0.328979,0.597701,0.290983,0.59069,0.239075,0.597049,0.31348,0.604869,0.37866,0.539789,0.306857,0.532636,0.272635,0.545704,0.350526,0.556446,0.41098,0.487564,0.331195,0.485016,0.296679,0.494307,0.345965,0.504327,0.386972,A
0.559362,0.65681,0.672331,0.516837,0.70244,0.364855,0.66971,0.241792,0.610908,0.158504,0.587136,0.261815,0.579305,0.160182,0.626022,0.217666,0.662646,0.291261,0.513791,0.295258,0.527744,0.210948,0.603738,0.295941,0.643959,0.38052,0.443116,0.340473,0.47985,0.263219,0.564704,0.360431,0.604143,0.449327,0.37164,0.401354,0.431653,0.33916,0.501748,0.403528,0.536654,0.468842,A
0.498127,0.774212,0.592999,0.733782,0.671588,0.646619,0.689699,0.554976,0.677312,0.488532,0.629133,0.572628,0.627846,0.509481,0.610323,0.564797,0.60256,0.617892,0.560817,0.574294,0.56012,0.521674,0.55239,0.600374,0.549841,0.659242,0.501999,0.585275,0.497841,0.540432,0.496521,0.618989,0.497571,0.674407,0.445042,0.601159,0.442267,0.564853,0.446512,0.62025,0.452997,0.663008,A
0.633848,0.699895,0.741741,0.640959,0.816859,0.548685,0.831319,0.445087,0.819908,0.366142,0.761787,0.467709,0.754987,0.402527,0.747937,0.462007,0.74982,0.518965,0.690094,0.471897,0.69331,0.412176,0.696191,0.498934,0.698387,0.568518,0.627808,0.484864,0.633504,0.431714,0.641752,0.518267,0.645259,0.584167,0.5655,0.505446,0.575476,0.459348,0.589228,0.520066,0.599287,0.571449,A
0.43681,0.491509,0.489419,0.492227,0.538877,0.434185,0.555665,0.366605,0.570488,0.323226,0.526833,0.374696,0.540591,0.32873,0.528081,0.371732,0.517553,0.411203,0.49477,0.361646,0.510391,0.315868,0.498603,0.374298,0.489583,0.418127,0.463903,0.357434,0.479903,0.32226,0.47023,0.383814,0.463639,0.42516,0.43202,0.360219,0.447359,0.336403,0.443733,0.382116,0.440993,0.415523,A
0.535727,1.001206,0.72338,0.948805,0.872138,0.792304,0.919114,0.634634,0.917314,0.497506,0.783691,0.620903,0.81823,0.550422,0.801544,0.681195,0.782892,0.796846,0.662785,0.596486,0.714825,0.570959,0.707589,0.742605,0.691653,0.868657,0.538592,0.600962,0.590549,0.601143,0.591929,0.77563,0.577147,0.89456,0.40964,0.624456,0.474017,0.629385,0.491325,0.755409,0.490079,0.845355,A
0.408852,0.918501,0.506209,0.865748,0.577679,0.777718,0.586622,0.682789,0.57136,0.614684,0.534418,0.692423,0.534912,0.627166,0.529652,0.690206,0.525038,0.744785,0.468966,0.696124,0.478891,0.636925,0.48195,0.718974,0.477211,0.778328,0.40763,0.707347,0.419803,0.650074,0.42789,0.73398,0.426029,0.794675,0.343517,0.724842,0.361331,0.677483,0.373876,0.734366,0.377735,0.779547,A
0.441998,0.580118,0.565347,0.508385,0.63422,0.383123,0.656602,0.269404,0.637944,0.182272,0.569346,0.285483,0.58627,0.214779,0.584643,0.313317,0.580646,0.392322,0.488565,0.290613,0.520001,0.237954,0.525155,0.358347,0.520945,0.444979,0.410481,0.306357,0.447879,0.288314,0.456831,0.402555,0.453446,0.474698,0.330651,0.323534,0.38104,0.317005,0.391508,0.399822,0.393445,0.452638,A
0.549928,0.50125,0.631266,0.454015,0.686284,0.361208,0.681766,0.278386,0.657505,0.221016,0.621309,0.286423,0.608191,0.22411,0.615503,0.27593,0.625641,0.329271,0.561838,0.298482,0.558336,0.239784,0.576809,0.311208,0.585568,0.371598,0.508205,0.321331,0.507402,0.267196,0.530913,0.342196,0.541538,0.399604,0.454378,0.351221,0.459852,0.307734,0.481426,0.359541,0.494497,0.402776,A
0.470903,0.640227,0.586631,0.588637,0.669352,0.474275,0.688544,0.362492,0.683752,0.283741,0.616342,0.37833,0.623835,0.294966,0.608372,0.36437,0.597755,0.43376,0.53998,0.38466,0.54591,0.304992,0.542838,0.401073,0.539293,0.475376,0.470372,0.404141,0.476182,0.332842,0.479987,0.435785,0.481445,0.509364,0.400545,0.43351,0.40931,0.384139,0.420827,0.457668,0.431036,0.516121,A
0.405091,0.869325,0.563228,0.801067,0.680535,0.655566,0.713414,0.513169,0.695917,0.407208,0.608163,0.529923,0.626398,0.427136,0.609306,0.52221,0.596616,0.610597,0.509684,0.53333,0.53723,0.438248,0.529313,0.571432,0.516146,0.670748,0.418589,0.55354,0.44706,0.4723,0.446696,0.611879,0.438848,0.708254,0.327244,0.584979,0.357753,0.533569,0.370051,0.631991,0.374241,0.705625,A
0.569834,0.759477,0.713345,0.665514,0.781181,0.503438,0.793984,0.36921,0.771777,0.266818,0.71935,0.436131,0.705771,0.333395,0.706784,0.419667,0.718486,0.499122,0.626089,0.45314,0.624775,0.377903,0.645198,0.503787,0.65753,0.598787,0.538047,0.477863,0.541343,0.427158,0.572314,0.548641,0.588489,0.635201,0.448765,0.503911,0.467919,0.470487,0.490078,0.554615,0.504694,0.619332,A
0.512957,0.647964,0.608027,0.577973,0.65971,0.4717,0.662489,0.376435,0.650369,0.303091,0.602958,0.416092,0.593153,0.348153,0.598733,0.387533,0.610064,0.438223,0.538179,0.428636,0.53809,0.366706,0.549884,0.443009,0.558846,0.511317,0.479434,0.449625,0.483118,0.393513,0.499463,0.471796,0.508852,0.535489,0.420001,0.477504,0.427889,0.432043,0.445814,0.487097,0.45831,0.536122,A
0.568262,0.530022,0.72986,0.4722,0.837178,0.334486,0.861338,0.198263,0.840785,0.098398,0.7644,0.212759,0.78566,0.109299,0.774123,0.204256,0.768511,0.294663,0.673384,0.211583,0.703292,0.114998,0.701433,0.245032,0.694034,0.34469,0.587859,0.225971,0.627483,0.142157,0.629305,0.281945,0.622342,0.37924,0.500066,0.253369,0.540425,0.20186,0.551563,0.299953,0.555516,0.372926,A
0.64345,0.56596,0.722101,0.509078,0.765442,0.411775,0.756444,0.328587,0.723704,0.273525,0.697199,0.34022,0.684245,0.281264,0.702939,0.339755,0.715872,0.392356,0.640067,0.356771,0.637249,0.301278,0.667972,0.378837,0.679536,0.4379,0.585858,0.384199,0.591342,0.32979,0.627887,0.406909,0.640997,0.464116,0.531029,0.420693,0.544865,0.376228,0.576349,0.427952,0.5898,0.470412,A
0.593236,0.817723,0.737531,0.690376,0.827224,0.522117,0.837054,0.389704,0.827545,0.283503,0.71772,0.396033,0.746002,0.315186,0.743614,0.437418,0.736352,0.553254,0.605037,0.407716,0.64143,0.366023,0.652292,0.511795,0.662194,0.637957,0.500914,0.431132,0.556488,0.436647,0.573237,0.570357,0.583689,0.679811,0.40679,0.464833,0.464268,0.474713,0.489467,0.583218,0.501315,0.665245,A
0.67925,0.824394,0.494197,0.766491,0.362506,0.577756,0.334448,0.39012,0.357723,0.245849,0.491326,0.378288,0.462492,0.241226,0.462241,0.400076,0.480524,0.508559,0.625199,0.383359,0.614906,0.238296,0.59737,0.441045,0.608227,0.533442,0.760296,0.406803,0.766408,0.278814,0.726571,0.468973,0.724895,0.556897,0.898024,0.45293,0.908362,0.33271,0.85763,0.462934,0.842598,0.538535,A
0.507961,0.538243,0.587705,0.502348,0.665359,0.431591,0.69389,0.346992,0.690627,0.274108,0.627573,0.351029,0.625266,0.293288,0.600438,0.338514,0.586957,0.390455,0.568079,0.348798,0.55886,0.301251,0.543941,0.37034,0.542076,0.431315,0.51703,0.354321,0.506042,0.319679,0.499622,0.390052,0.501313,0.444832,0.467867,0.365405,0.461976,0.333789,0.460232,0.388748,0.466225,0.431947,A
0.600128,0.670836,0.733705,0.545849,0.795127,0.404081,0.780496,0.279802,0.720082,0.201718,0.68095,0.316016,0.667456,0.222558,0.697101,0.305369,0.714144,0.386453,0.605313,0.347202,0.604325,0.25827,0.655533,0.363939,0.676434,0.452912,0.532837,0.38647,0.542957,0.295965,0.601575,0.402155,0.623145,0.4908,0.45554,0.435758,0.485006,0.369597,0.536824,0.437878,0.559747,0.50258,A
0.679113,0.67115,0.789847,0.60743,0.853326,0.489042,0.866113,0.390775,0.852336,0.315824,0.802735,0.432899,0.799644,0.351104,0.794798,0.415763,0.790936,0.480323,0.730871,0.440466,0.732853,0.364475,0.737087,0.457417,0.73762,0.531434,0.662899,0.458839,0.665251,0.396018,0.67952,0.486453,0.684922,0.555065,0.595055,0.483492,0.601291,0.435484,0.618214,0.495406,0.627473,0.547169,A
0.439574,0.715151,0.528399,0.649524,0.588575,0.554486,0.596317,0.46092,0.560881,0.401308,0.532682,0.495737,0.515855,0.423388,0.512729,0.479983,0.516808,0.534545,0.466728,0.511534,0.453249,0.44605,0.466844,0.522761,0.478247,0.582217,0.410407,0.535429,0.397804,0.477045,0.417323,0.554082,0.431778,0.610928,0.356172,0.565302,0.34666,0.519298,0.365173,0.572232,0.381532,0.617096,A
0.201015,0.568249,0.296759,0.52697,0.381516,0.449501,0.407375,0.359577,0.393249,0.28754,0.34438,0.361733,0.339248,0.291379,0.322984,0.351986,0.319038,0.407341,0.275239,0.36047,0.271978,0.301317,0.26851,0.388358,0.269262,0.449745,0.213915,0.369338,0.206289,0.323353,0.209537,0.411253,0.213945,0.46979,0.152912,0.384628,0.150038,0.344231,0.157001,0.404666,0.166606,0.450217,A
0.494122,0.613801,0.631662,0.581671,0.750176,0.507809,0.79056,0.392897,0.762,0.297686,0.707272,0.309666,0.702054,0.317431,0.673001,0.406378,0.651448,0.462675,0.607951,0.283716,0.620154,0.302219,0.605362,0.386919,0.581494,0.447499,0.516201,0.285628,0.532699,0.286671,0.530596,0.359782,0.517009,0.420717,0.430251,0.29593,0.4519,0.273595,0.457858,0.335619,0.454946,0.384729,A
0.591321,0.755586,0.687803,0.702343,0.753123,0.590317,0.771486,0.491114,0.761279,0.412623,0.706918,0.521283,0.701431,0.43837,0.698511,0.508002,0.700369,0.571964,0.635775,0.529631,0.636666,0.455655,0.640942,0.55159,0.642559,0.621592,0.566207,0.549706,0.566735,0.493686,0.579064,0.586151,0.584123,0.649529,0.495098,0.574491,0.501131,0.525258,0.514219,0.586542,0.518952,0.634196,A
0.508515,0.543782,0.591834,0.50547,0.669061,0.434713,0.695763,0.352679,0.690226,0.284751,0.628489,0.355376,0.631279,0.293185,0.611354,0.343098,0.599854,0.395721,0.568309,0.351621,0.56186,0.306987,0.550422,0.38034,0.54989,0.439148,0.517715,0.356203,0.507613,0.321493,0.502018,0.393611,0.504789,0.447517,0.468552,0.366345,0.464001,0.334536,0.463855,0.392992,0.472285,0.438494,A
0.638039,0.636757,0.738044,0.562531,0.792405,0.455253,0.809487,0.364136,0.801401,0.291102,0.734065,0.394581,0.733566,0.321883,0.734905,0.375348,0.734286,0.439551,0.666969,0.405433,0.668853,0.33857,0.676691,0.422285,0.678815,0.496875,0.605304,0.426875,0.61003,0.377523,0.625944,0.461221,0.631851,0.526189,0.544401,0.455519,0.557548,0.407808,0.570391,0.464154,0.575739,0.512567,A
0.664992,0.639517,0.770454,0.570688,0.828999,0.457378,0.841698,0.361454,0.836001,0.288198,0.778628,0.407716,0.775353,0.331492,0.771453,0.392206,0.770825,0.455127,0.707784,0.416058,0.708149,0.339343,0.714146,0.427737,0.715641,0.501187,0.641821,0.434151,0.642564,0.372681,0.658355,0.460723,0.664749,0.526457,0.576131,0.457355,0.585217,0.406748,0.599943,0.464125,0.606618,0.512291,A
0.342614,0.730797,0.450967,0.695386,0.542169,0.612995,0.57817,0.519341,0.578286,0.444438,0.514784,0.520194,0.520407,0.442273,0.501212,0.505533,0.489654,0.565051,0.444027,0.513902,0.455158,0.44401,0.443892,0.534056,0.4345,0.599741,0.377393,0.519769,0.390781,0.460796,0.385094,0.553202,0.377791,0.616957,0.30928,0.532839,0.325649,0.495021,0.32703,0.562559,0.325946,0.613603,A
0.232203,0.750671,0.348121,0.687233,0.413336,0.579143,0.410643,0.470854,0.396228,0.396532,0.355183,0.502041,0.346864,0.422374,0.345239,0.488723,0.344616,0.554584,0.282566,0.510474,0.283795,0.430069,0.293442,0.521698,0.293,0.593763,0.216855,0.530377,0.222785,0.451419,0.235311,0.544888,0.236126,0.612421,0.148745,0.558979,0.158605,0.50096,0.173719,0.566142,0.180887,0.618658,A
0.635478,0.697835,0.74208,0.641914,0.816022,0.550176,0.831529,0.451802,0.817827,0.374177,0.756363,0.465914,0.759811,0.409379,0.755286,0.470577,0.755337,0.526991,0.68612,0.46768,0.701058,0.414535,0.705368,0.501643,0.704429,0.570116,0.622221,0.479144,0.641769,0.432642,0.651695,0.520601,0.651172,0.585217,0.558021,0.499255,0.584382,0.465951,0.597774,0.530664,0.600933,0.580538,A
0.540604,0.654983,0.611632,0.590837,0.656678,0.496547,0.643969,0.416298,0.616891,0.357996,0.580001,0.42858,0.564508,0.37294,0.58048,0.420194,0.596495,0.471059,0.52228,0.448136,0.513267,0.39248,0.543059,0.461697,0.562724,0.519412,0.471211,0.477725,0.466632,0.425175,0.501193,0.494243,0.520569,0.548491,0.41987,0.514819,0.422284,0.470429,0.453202,0.517323,0.472463,0.558159,A
